hospital_id,Hospital_address,city,contact_number,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,,,,,,cardiologist
HSID00129320,"456 Pine St, Los Angeles, CA 90001, USA",Miami,555-555-5555,PHY06369,neurologist,Medicare,PID5132,,,,,,
HSID00129321,"3456 Oak St, Threetown, USA",Houston,555-555-5555,PHY06370,uralogist,Bluecross,PID5142,,,,,,
HSID00129322,"3210 Cedar Rd, Miami, FL 33101",Houston,555-555-5555,PHY06371,uralogist,Medicare,PID5132,,,,,,
HSID00129323,"1234 Elm St, Los Angeles, CA 90001",Seattle,555-555-5559,PHY06372,cardiologist,Bluecross,PID5142,,,,,,
HSID00129324,"3456 Oak St, Threetown, USA",Anytown,555-9876-5432,PHY06373,cardiologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129325,"1234 Pine St, Othernewtown, USA",Los Angeles,612-555-1234,PHY06374,cardiologist,Cigna,PID5122,,,,,,
HSID00129326,"456 Pine St, New York, NY 10012",Denver,555-555-5558,PHY06375,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129327,"7890 Maple St, Fourtown, USA",Seattle,555-6789-0123,PHY06376,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129328,"456 Elm St, Othertown, USA",Newtown,555-555-5557,PHY06377,cardiologist,Cigna,PID5122,,,,,,
HSID00129329,"123 Main St, Anytown USA 12345",Boston,555-555-5555,PHY06378,oncologist,Medicare,PID5132,,,,,,
HSID00129330,"135 Elm St, Boston, MA 02115",Anytown,555-555-5555,PHY06379,neurologist,Cigna,PID5122,,,,,,
HSID00129331,"5678 Maple Ave, Chicago, IL",Newtown,612-555-1234,PHY06380,uralogist,BlueCross BlueShield,PID5142,,,,,,
HSID00129332,"123 Main St, Anytown USA",Miami,555-555-5558,PHY06381,neurologist,Bluecross,PID5142,,,,,,
HSID00129333,"789 Oak St, Newtown, USA",New York,555-555-5559,PHY06382,uralogist,Bluecross,PID5142,,,,,,
HSID00129334,"7654 Cedar Rd, Denver, CO 80206",Anytown,206-555-7890,PHY06383,uralogist,Cigna,PID5122,,,,,,
HSID00129335,"9012 Pine St, Chicago, IL 60601",New York,555-555-5556,PHY06384,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129336,"7890 Birch St, Atlanta, GA 30303",Miami,303-555-6789,PHY06385,oncologist,Bluecross,PID5142,,,,,,
HSID00129337,"5678 Pine St, Fivetown, USA",Anytown,555-555-8888,PHY06386,neurologist,Bluecross,PID5142,,,,,,
HSID00129338,"5678 Elm St, Anytown, USA",Miami,555-555-5556,PHY06387,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129339,"3210 Pine St, Boston, MA 02108",Chicago,612-555-1234,PHY06388,cardiologist,Cigna,PID5122,,,,,,
HSID00129340,"5678 Elm St, Denver, CO 80202",San Francisco,555-555-5556,PHY06389,cardiologist,Aetna,PID5112,,,,,,
HSID00129341,"1234 Maple St, Los Angeles, CA 90001",Chicago,555-555-5555,PHY06390,endocrinologist,Aetna,PID5112,,,,,,
HSID00129342,"1012 Pine St, Chicago, IL 60601",Denver,555-555-5559,PHY06391,neurologist,Aetna,PID5112,,,,,,
HSID00129343,"4567 Cedar Ln, Anytown, USA",Seattle,(832) 555-6789,PHY06392,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129344,"1357 Main St, New York, NY",New York,555-555-5555,PHY06393,neurologist,Cigna,PID5122,,,,,,
HSID00129345,"9876 Maple Rd, Seattle, WA 98101",Seattle,555-555-5555,PHY06394,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129346,"1234 Maple St, Anytown, USA",New York,555-555-5557,PHY06395,endocrinologist,Cigna,PID5122,,,,,,
HSID00129347,"1012 Pine St, Chicago, IL 60601",San Francisco,555-555-5559,PHY06396,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129348,"789 Elm St, Newtown USA",Anytown,555-123-4567,PHY06397,cardiologist,Cigna,PID5122,,,,,,
HSID00129349,"5678 Elm St, Denver, CO 80202",Chicago,555-345-7890,PHY06398,endocrinologist,Aetna,PID5112,,,,,,
HSID00129350,"222 Pine St, Anytown, USA",New York,555-555-5555,PHY06399,neurologist,Cigna,PID5122,,,,,,
HSID00129351,"9012 Oak Rd, Anytown, USA",Newtown,555-555-5557,PHY06400,uralogist,Aetna,PID5112,,,,,,
HSID00129352,"9876 Elm St, Miami, FL",Boston,555-555-5559,PHY06401,neurologist,Aetna,PID5112,,,,,,
HSID00129353,"135 Elm St, Boston, MA 02115",Anytown,555-555-5558,PHY06402,uralogist,Aetna,PID5112,,,,,,
HSID00129354,"321 Elm St, San Francisco CA 94109",Miami,555-555-8888,PHY06403,neurologist,Bluecross,PID5142,,,,,,
HSID00129355,"1234 Maple St, Anytown, USA",Atlanta,555-345-6789,PHY06404,neurologist,Aetna,PID5112,,,,,,
HSID00129356,"5678 Elm St, Denver, CO 80202",Minneapolis,555-555-6666,PHY06405,cardiologist,Aetna,PID5112,,,,,,
HSID00129357,"123 Maple St, San Francisco, CA 94110",San Francisco,555-987-6543,PHY06406,uralogist,Medicare,PID5132,,,,,,
HSID00129358,"246 Pine St, Seattle, WA 98101",Denver,555-555-5557,PHY06407,oncologist,Aetna,PID5112,,,,,,
HSID00129359,"7890 Pine St, Seattle, WA 98101",Seattle,555-987-6543,PHY06408,oncologist,Bluecross,PID5142,,,,,,
HSID00129360,"3456 Pine St, Anytown, USA",Anytown,555-123-4567,PHY06409,endocrinologist,UnitedHealthcare,PID5192,,,,,,
HSID00129361,"7890 Pine St, New York, NY 10001",Threetown,555-555-1234,PHY06410,cardiologist,Cigna,PID5122,,,,,,
HSID00129362,"1234 Oak St, Chicago IL 60601",New York,555-987-6543,PHY06411,cardiologist,Cigna,PID5122,,,,,,
HSID00129363,"7890 Birch St, Houston, TX 77001",Anytown USA,555-987-6543,PHY06412,oncologist,Cigna,PID5122,,,,,,
HSID00129364,"1357 Elm St, Seattle WA 98101",San Francisco,555-1234-5678,PHY06413,oncologist,Medicare,PID5132,,,,,,
HSID00129365,"789 Oak St, Newtown, USA",Chicago,555-555-5555,PHY06414,neurologist,Medicare,PID5132,,,,,,
HSID00129366,"7654 Cedar Rd, Denver, CO 80206",Houston,555-555-5555,PHY06415,oncologist,Medicare,PID5132,,,,,,
HSID00129367,"3210 Pine St, Anytown, USA",Chicago,555-555-5557,PHY06416,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129368,"222 Pine St, Anytown, USA",Chicago,555-1234-5678,PHY06417,cardiologist,Cigna,PID5122,,,,,,
HSID00129369,"123 Main St, Anytown, USA",Seattle,555-987-6543,PHY06418,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00129370,"4567 Cedar Ln, Anytown, USA",Chicago,617-555-2345,PHY06419,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129371,"9012 Oak St, Chicago, IL 60601",Newtown,555-9876-5432,PHY06420,cardiologist,Aetna,PID5112,,,,,,
HSID00129372,"5678 Elm St, Anytown, USA",Boston,555-3456-7890,PHY06421,neurologist,Cigna,PID5122,,,,,,
HSID00129373,"1234 Elm St, Anytown, USA",San Francisco,555-555-5555,PHY06422,uralogist,Bluecross,PID5142,,,,,,
HSID00129374,"7890 Maple St, New York, NY 10005",Los Angeles,(213) 555-9876,PHY06423,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00129375,"3210 Pine St, Anytown, USA",Seattle,555-9876-5432,PHY06424,neurologist,Cigna,PID5122,,,,,,
HSID00129376,"123 Main St, Anytown, USA",Los Angeles,555-567-8901,PHY06425,neurologist,Medicare,PID5132,,,,,,
HSID00129377,"3210 Pine St, Seattle, WA 98101",San Diego,555-555-5559,PHY06426,endocrinologist,Cigna,PID5122,,,,,,
HSID00129378,"1234 Elm St, Los Angeles, CA 90001",Los Angeles,555-9876-5432,PHY06427,neurologist,Cigna,PID5122,,,,,,
HSID00129379,"5678 Pine St, New York, NY 10001",Houston,555-555-5558,PHY06428,uralogist,Bluecross,PID5142,,,,,,
HSID00129380,"5678 Oak St, New York, NY 10001",Los Angeles,555-123-4567,PHY06429,neurologist,Cigna,PID5122,,,,,,
HSID00129381,"123 Oak St, Chicago, IL 60601, USA",Atlanta,555-678-9012,PHY06430,uralogist,Cigna,PID5122,,,,,,
HSID00129382,"246 Walnut St, Chicago, IL 60601",Newtown,555-555-5555,PHY06431,endocrinologist,Aetna,PID5112,,,,,,
HSID00129383,"1234 Main St, Anytown, USA",Atlanta,555-555-5555,PHY06432,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129384,"1234 Maple St, Los Angeles, CA 90001",Othertown,555-555-5555,PHY06433,uralogist,Cigna,PID5122,,,,,,
HSID00129385,"3456 Oak St, Threetown, USA",Miami,555-555-5559,PHY06434,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129386,"5678 Pine St, Fivetown, USA",Miami,555-345-7890,PHY06435,uralogist,Cigna,PID5122,,,,,,
HSID00129387,"3456 Pine St, Anytown, USA",San Francisco,555-123-4567,PHY06436,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129388,"3456 Elm St, Miami, FL 33101",Los Angeles,555-555-5555,PHY06437,cardiologist,Bluecross,PID5142,,,,,,
HSID00129389,"3210 Cedar Rd, Miami, FL 33101",Newtown USA,555-1234-5678,PHY06438,endocrinologist,BlueCross,PID5142,,,,,,
HSID00129390,"5678 Maple Ave, Chicago, IL",Atlanta,555-555-5555,PHY06439,endocrinologist,Cigna,PID5122,,,,,,
HSID00129391,"1234 Oak St, Los Angeles, CA 90001",Anytown,555-9876-5432,PHY06440,cardiologist,Bluecross,PID5142,,,,,,
HSID00129392,"7654 Cedar Rd, Denver, CO 80206",Miami,303-555-6789,PHY06441,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00129393,"1234 Elm St, Los Angeles, CA 90001",Los Angeles,555-987-6543,PHY06442,endocrinologist,Aetna,PID5112,,,,,,
HSID00129394,"456 Pine St, Los Angeles, CA 90001, USA",New York,555-9876-5432,PHY06443,neurologist,Aetna,PID5112,,,,,,
HSID00129395,"1234 Main St, Anytown, USA",Otherville USA,555-555-5555,PHY06444,oncologist,Cigna,PID5122,,,,,,
HSID00129396,"6789 Elm St, Othertown, USA",Seattle,555-555-5555,PHY06445,uralogist,Bluecross,PID5142,,,,,,
HSID00129397,"4567 Oak Ave, Los Angeles, CA 90012",Miami,555-2345-6789,PHY06446,neurologist,Cigna,PID5122,,,,,,
HSID00129398,"1234 Elm St, Atlanta, GA 30303",Otherville USA,555-1234-5678,PHY06447,oncologist,Cigna,PID5122,,,,,,
HSID00129399,"9876 Elm St, Miami, FL",Denver,555-3456-2345,PHY06448,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129400,"3456 Oak St, Threetown, USA",Los Angeles,555-345-6789,PHY06449,neurologist,Bluecross,PID5142,,,,,,
HSID00129401,"321 Elm St, San Francisco CA 94109",Fivetown,555-555-5555,PHY06450,cardiologist,Medicare,PID5132,,,,,,
HSID00129402,"3456 Elm St, Miami, FL 33101",Los Angeles,555-9876-5432,PHY06451,neurologist,Aetna,PID5112,,,,,,
HSID00129403,"1234 Main St, Anytown, USA",Miami,555-555-5559,PHY06452,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129404,"789 Oak St, Newtown, USA",New York,555-3456-7890,PHY06453,neurologist,Cigna,PID5122,,,,,,
HSID00129405,"1234 Oak St, Los Angeles, CA",Los Angeles,(646) 555-3456,PHY06454,oncologist,Medicare,PID5132,,,,,,
HSID00129406,"9012 Oak Rd, Anytown, USA",Fourtown,555-234-5678,PHY06455,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129407,"7890 Pine St, New York NY 10001",Otherville USA,(646) 555-3456,PHY06456,uralogist,Bluecross,PID5142,,,,,,
HSID00129408,"789 Oak St, Chicago, IL 60601",Houston,555-7890-1234,PHY06457,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129409,"9012 Oak Rd, Anytown, USA",Newtown,(832) 555-6789,PHY06458,uralogist,Cigna,PID5122,,,,,,
HSID00129410,"7890 Maple St, New York, NY 10005",New York,555-555-5557,PHY06459,oncologist,Medicare,PID5132,,,,,,
HSID00129411,"1234 Elm St, Los Angeles, CA 90001",Chicago,555-234-5678,PHY06460,oncologist,Bluecross,PID5142,,,,,,
HSID00129412,"9012 Oak Rd, Anytown, USA",Chicago,555-123-4567,PHY06461,cardiologist,Cigna,PID5122,,,,,,
HSID00129413,"1234 Elm St, Atlanta, GA 30303",Anytown USA,555-1234-5678,PHY06462,cardiologist,Cigna,PID5122,,,,,,
HSID00129414,"1234 Elm St, Atlanta, GA 30303",San Diego,555-555-5557,PHY06463,oncologist,Cigna,PID5122,,,,,,
HSID00129415,"135 Maple St, Boston, MA 02108",Newtown USA,555-222-3333,PHY06464,uralogist,Aetna,PID5112,,,,,,
HSID00129416,"1234 Oak Ave, San Diego CA 92109",Fourtown,555-555-5558,PHY06465,oncologist,Bluecross,PID5142,,,,,,
HSID00129417,"7890 Birch St, Atlanta, GA 30303",Chicago,555-2222-3333,PHY06466,oncologist,Bluecross,PID5142,,,,,,
HSID00129418,"7890 Maple St, New York, NY 10005",Newtown USA,555-7890-1234,PHY06467,uralogist,Cigna,PID5122,,,,,,
HSID00129419,"3210 Cedar St, Houston, TX 77006",Boston,555-987-6543,PHY06468,uralogist,Aetna,PID5112,,,,,,
HSID00129420,"1234 Pine St, Othernewtown, USA",Seattle,555-222-3333,PHY06469,oncologist,Medicare,PID5132,,,,,,
HSID00129421,"321 Pine St, Otherville USA",Denver,555-555-5558,PHY06470,oncologist,Aetna,PID5112,,,,,,
HSID00129422,"3210 Cedar St, Houston, TX 77001",Seattle,555-555-5555,PHY06471,uralogist,Medicare,PID5132,,,,,,
HSID00129423,"4567 Maple Ave, Los Angeles CA 90001",Anytown,555-555-5555,PHY06472,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129424,"789 Maple St, New York, NY 10001, USA",Los Angeles,555-555-7777,PHY06473,oncologist,Bluecross,PID5142,,,,,,
HSID00129425,"5678 Elm St, Denver, CO 80202",Chicago,555-234-5678,PHY06474,endocrinologist,Cigna,PID5122,,,,,,
HSID00129426,"789 Oak St, Newtown, USA",Houston,612-555-1234,PHY06475,uralogist,Aetna,PID5112,,,,,,
HSID00129427,"1234 Elm St, Minneapolis, MN 55405",Los Angeles,555-3456-7890,PHY06476,endocrinologist,Cigna,PID5122,,,,,,
HSID00129428,"321 Pine St, Otherville USA",Anytown,555-555-5555,PHY06477,uralogist,Bluecross,PID5142,,,,,,
HSID00129429,"1357 Elm St, Seattle WA 98101",Seattle,555-987-6543,PHY06478,oncologist,Bluecross,PID5142,,,,,,
HSID00129430,"1357 Elm St, Seattle WA 98101",Los Angeles,555-555-5556,PHY06479,uralogist,Cigna,PID5122,,,,,,
HSID00129431,"9876 Elm St, Miami, FL",Miami,555-555-5555,PHY06480,cardiologist,Cigna,PID5122,,,,,,
HSID00129432,"3456 Oak Ave, Los Angeles, CA 90012",Fivetown,555-555-5555,PHY06481,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129433,"1234 Pine St, Othernewtown, USA",Otherville USA,555-1234-5678,PHY06482,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129434,"9012 Pine St, New York, NY 10001",Boston,555-555-5557,PHY06483,neurologist,Aetna,PID5112,,,,,,
HSID00129435,"321 Elm St, San Francisco CA 94109",Houston,555-9876-5432,PHY06484,neurologist,Medicare,PID5132,,,,,,
HSID00129436,"1234 Elm St, Los Angeles, CA 90001",Othernewtown,555-555-5559,PHY06485,endocrinologist,BlueCross,PID5142,,,,,,
HSID00129437,"456 Pine St, Los Angeles, CA 90001, USA",Los Angeles,555-555-5555,PHY06486,oncologist,Medicare,PID5132,,,,,,
HSID00129438,"7890 Pine St, New York NY 10001",Anytown,555-3456-7890,PHY06487,neurologist,Cigna,PID5122,,,,,,
HSID00129439,"7890 Pine St, New York NY 10001",Seattle,(312) 555-1234,PHY06488,neurologist,Bluecross,PID5142,,,,,,
HSID00129440,"3210 Pine St, Boston, MA 02108",Anytown,555-3456-7890,PHY06489,neurologist,Aetna,PID5112,,,,,,
HSID00129441,"9876 Maple Rd, Seattle, WA 98101",Chicago,(312) 555-1234,PHY06490,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129442,"456 Elm St, Othertown, USA",Anytown,555-555-5555,PHY06491,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129443,"5678 Pine St, New York, NY 10001",Newtown2,555-555-5558,PHY06492,oncologist,Medicare,PID5132,,,,,,
HSID00129444,"7890 Birch St, Houston, TX 77001",New York,555-345-7890,PHY06493,neurologist,Cigna,PID5122,,,,,,
HSID00129445,"3210 Cedar St, Houston, TX 77006",Chicago,555-555-5555,PHY06494,uralogist,Cigna,PID5122,,,,,,
HSID00129446,"9012 Oak St, Chicago, IL 60601",Seattle,555-555-1234,PHY06495,oncologist,Medicare,PID5132,,,,,,
HSID00129447,"1234 Elm St, Los Angeles, CA 90001",New York,555-345-7890,PHY06496,oncologist,BlueCross,PID5142,,,,,,
HSID00129448,"1234 Oak St, Los Angeles, CA",Los Angeles,555-567-8901,PHY06497,uralogist,Cigna,PID5122,,,,,,
HSID00129449,"1012 Pine St, Chicago, IL 60601",New York,555-555-5555,PHY06498,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129450,"7890 Maple St, New York, NY 10005",Chicago,555-987-6543,PHY06499,uralogist,Cigna,PID5122,,,,,,
HSID00129451,"3210 Cedar St, Houston, TX 77006",Newtown USA,555-9876-5432,PHY06500,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129452,"246 Pine St, Seattle, WA 98101",Atlanta,555-123-4567,PHY06501,oncologist,Aetna,PID5112,,,,,,
HSID00129453,"246 Pine St, Seattle, WA 98101",Minneapolis,555-555-5557,PHY06502,endocrinologist,Aetna,PID5112,,,,,,
HSID00129454,"9876 Elm St, Miami, FL",Denver,555-555-5555,PHY06503,uralogist,Bluecross,PID5142,,,,,,
HSID00129455,"1012 Pine St, Chicago, IL 60601",Atlanta,555-987-6543,PHY06504,neurologist,Medicare,PID5132,,,,,,
HSID00129456,"567 Maple St, Newtown2, USA",Chicago,555-555-5555,PHY06505,uralogist,Medicare,PID5132,,,,,,
HSID00129457,"135 Maple St, Boston, MA 02108",Los Angeles,555-555-5555,PHY06506,neurologist,BlueCross,PID5142,,,,,,
HSID00129458,"246 Pine St, Seattle, WA 98101",New York,555-555-5555,PHY06507,uralogist,Medicare,PID5132,,,,,,
HSID00129459,"5678 Pine St, New York, NY 10001",Los Angeles,555-678-9012,PHY06508,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129460,"9876 Maple St, Chicago, IL 60601",Othernewtown,555-9876-5432,PHY06509,neurologist,Cigna,PID5122,,,,,,
HSID00129461,"321 Pine St, Otherville USA",New York,555-9876-5432,PHY06510,endocrinologist,Medicare,PID5132,,,,,,
HSID00129462,"1234 Oak Ave, San Diego CA 92109",Houston,555-555-5555,PHY06511,oncologist,Cigna,PID5122,,,,,,
HSID00129463,"135 Maple St, Boston, MA 02108",Otherville USA,555-555-5557,PHY06512,neurologist,Aetna,PID5112,,,,,,
HSID00129464,"1234 Main St, Anytown, USA",Los Angeles,(646) 555-3456,PHY06513,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129465,"1234 Pine St, Othernewtown, USA",Seattle,555-555-5555,PHY06514,cardiologist,Cigna,PID5122,,,,,,
HSID00129466,"789 Oak St, Chicago, IL 60601",Anytown USA,555-555-5559,PHY06515,uralogist,Bluecross,PID5142,,,,,,
HSID00129467,"3210 Pine St, Anytown, USA",Los Angeles,555-3456-7890,PHY06516,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129468,"3456 Oak St, Threetown, USA",Seattle,555-9876-5432,PHY06517,endocrinologist,Medicare,PID5132,,,,,,
HSID00129469,"3456 Elm St, Miami, FL 33101",Seattle,555-555-5556,PHY06518,endocrinologist,Aetna,PID5112,,,,,,
HSID00129470,"5678 Maple Ave, Anytown, USA",Denver,555-555-5556,PHY06519,cardiologist,Aetna,PID5112,,,,,,
HSID00129471,"123 Main St, Anytown, USA",Othernewtown,555-555-5555,PHY06520,uralogist,Aetna,PID5112,,,,,,
HSID00129472,"456 Elm St, Anytown, USA",Anytown USA,617-555-2345,PHY06521,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129473,"7890 Maple St, New York, NY 10005",San Francisco,555-1234-5678,PHY06522,neurologist,Bluecross,PID5142,,,,,,
HSID00129474,"7890 Pine St, New York NY 10001",Anytown USA,555-222-3333,PHY06523,uralogist,Medicare,PID5132,,,,,,
HSID00129475,"3210 Pine St, Boston, MA 02108",Chicago,555-7890-1234,PHY06524,cardiologist,Bluecross,PID5142,,,,,,
HSID00129476,"1234 Elm St, Anytown, USA",Anytown,555-678-9012,PHY06525,neurologist,Medicare,PID5132,,,,,,
HSID00129477,"456 Elm St, Othertown, USA",Othertown,555-9876-5432,PHY06526,uralogist,Bluecross,PID5142,,,,,,
HSID00129478,"1234 Oak St, Chicago IL 60601",New York,555-555-5559,PHY06527,uralogist,Cigna,PID5122,,,,,,
HSID00129479,"101 Maple Ave, Anytown USA 45678",Denver,555-555-5555,PHY06528,cardiologist,Bluecross,PID5142,,,,,,
HSID00129480,"5678 Pine St, New York, NY 10001",Chicago,555-1111-2222,PHY06529,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129481,"5678 Elm St, Anytown, USA",Anytown,555-1111-2222,PHY06530,oncologist,Bluecross,PID5142,,,,,,
HSID00129482,"123 Maple St, San Francisco, CA 94110",Anytown USA,555-1234-5678,PHY06531,cardiologist,Bluecross,PID5142,,,,,,
HSID00129483,"7890 Pine St, New York NY 10001",Los Angeles,555-555-5557,PHY06532,neurologist,Cigna,PID5122,,,,,,
HSID00129484,"5678 Oak Ave, New York, NY 10001",Newtown,555-3456-7890,PHY06533,neurologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129485,"7890 Maple St, New York, NY 10005",Los Angeles,555-555-5555,PHY06534,cardiologist,Cigna,PID5122,,,,,,
HSID00129486,"4567 Oak Ave, San Francisco, CA 94110",Anytown,555-678-9012,PHY06535,oncologist,Cigna,PID5122,,,,,,
HSID00129487,"5678 Elm St, Denver, CO 80202",Miami,555-555-5559,PHY06536,uralogist,Cigna,PID5122,,,,,,
HSID00129488,"123 Main St, Anytown USA",Denver,(646) 555-3456,PHY06537,endocrinologist,UnitedHealthcare,PID5192,,,,,,
HSID00129489,"5678 Oak Ave, New York, NY 10001",Los Angeles,555-2222-3333,PHY06538,neurologist,Medicare,PID5132,,,,,,
HSID00129490,"5678 Maple Ave, Anytown, USA",San Diego,555-345-6789,PHY06539,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129491,"123 Main St, Anytown, USA",Los Angeles,555-9876-5432,PHY06540,endocrinologist,Cigna,PID5122,,,,,,
HSID00129492,"9876 Elm St, Miami, FL",Miami,555-555-5555,PHY06541,neurologist,Cigna,PID5122,,,,,,
HSID00129493,"789 Pine St, Seattle WA 98101",Los Angeles,555-1234567,PHY06542,endocrinologist,Cigna,PID5122,,,,,,
HSID00129494,"123 Main St, Anytown, USA",New York,555-555-5555,PHY06543,cardiologist,Cigna,PID5122,,,,,,
HSID00129495,"3210 Pine St, Seattle, WA 98101",Houston,555-345-6789,PHY06544,oncologist,UnitedHealthcare,PID5192,,,,,,
HSID00129496,"3210 Pine St, Anytown, USA",Houston,555-9876-5432,PHY06545,oncologist,Cigna,PID5122,,,,,,
HSID00129497,"1234 Maple St, Anytown, USA",Miami,555-555-5555,PHY06546,endocrinologist,Cigna,PID5122,,,,,,
HSID00129498,"4567 Oak Ave, San Francisco, CA 94110",Chicago,555-987-6543,PHY06547,oncologist,Cigna,PID5122,,,,,,
HSID00129499,"135 Elm St, Boston, MA 02115",Seattle,555-555-5559,PHY06548,oncologist,Bluecross,PID5142,,,,,,
HSID00129500,"246 Walnut St, Chicago, IL 60601",San Francisco,555-555-5556,PHY06549,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00129501,"3456 Maple St, Chicago, IL 60601",Anytown,555-555-5555,PHY06550,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129502,"789 Oak St, Anytown, USA",Fourtown,555-555-5555,PHY06551,uralogist,Medicare,PID5132,,,,,,
HSID00129503,"135 Elm St, Miami, FL 33101, USA",Chicago,555-222-3333,PHY06552,cardiologist,Cigna,PID5122,,,,,,
HSID00129504,"1234 Maple St, Los Angeles, CA 90001",Anytown,(786) 555-7654,PHY06553,neurologist,Bluecross,PID5142,,,,,,
HSID00129505,"123 Main St, Anytown USA 12345",Boston,555-555-5555,PHY06554,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129506,"5678 Oak Ave, New York, NY 10001",Los Angeles,555-987-6543,PHY06555,neurologist,Aetna,PID5112,,,,,,
HSID00129507,"789 Oak St, Los Angeles, CA 90013",Chicago,555-555-5559,PHY06556,cardiologist,Aetna,PID5112,,,,,,
HSID00129508,"1234 Elm St, Minneapolis, MN 55405",Miami,617-555-2345,PHY06557,cardiologist,Cigna,PID5122,,,,,,
HSID00129509,"3456 Elm St, Miami, FL 33101",Miami,555-234-5678,PHY06558,uralogist,Cigna,PID5122,,,,,,
HSID00129510,"5678 Oak Ave, New York, NY 10001",Threetown,555-555-5558,PHY06559,cardiologist,Aetna,PID5112,,,,,,
HSID00129511,"5678 Elm St, Denver, CO 80202",Miami,555-555-5558,PHY06560,oncologist,Bluecross,PID5142,,,,,,
HSID00129512,"9012 Pine St, Chicago, IL 60601",Minneapolis,555-987-6543,PHY06561,uralogist,Cigna,PID5122,,,,,,
HSID00129513,"5678 Oak St, New York, NY 10001",Otherville USA,555-234-5678,PHY06562,oncologist,Bluecross,PID5142,,,,,,
HSID00129514,"3456 Pine St, Anytown, USA",New York,555-567-8901,PHY06563,uralogist,Bluecross,PID5142,,,,,,
HSID00129515,"3456 Oak St, Threetown, USA",Anytown,555-555-5555,PHY06564,endocrinologist,Aetna,PID5112,,,,,,
HSID00129516,"135 Elm St, Miami, FL 33101, USA",New York,555-345-6789,PHY06565,neurologist,Bluecross,PID5142,,,,,,
HSID00129517,"4567 Oak Ave, San Francisco, CA 94110",Los Angeles,555-3456-7890,PHY06566,neurologist,Aetna,PID5112,,,,,,
HSID00129518,"7654 Cedar Rd, Denver, CO 80206",Miami,555-555-5557,PHY06567,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129519,"5678 Pine St, New York, NY 10001",San Francisco,555-987-6543,PHY06568,oncologist,Aetna,PID5112,,,,,,
HSID00129520,"123 Main St, Anytown, USA",Newtown2,555-555-5557,PHY06569,uralogist,Cigna,PID5122,,,,,,
HSID00129521,"7890 Birch St, Atlanta, GA 30303",Anytown USA,555-555-5556,PHY06570,cardiologist,Medicare,PID5132,,,,,,
HSID00129522,"456 Maple St, Los Angeles CA 90001",Atlanta,555-555-5558,PHY06571,neurologist,Bluecross,PID5142,,,,,,
HSID00129523,"7890 Pine St, New York, NY 10001",Anytown,555-555-5559,PHY06572,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129524,"101 Maple Ave, Anytown USA 45678",Los Angeles,555-9876-5432,PHY06573,endocrinologist,Aetna,PID5112,,,,,,
HSID00129525,"7890 Pine St, Seattle, WA 98101",Houston,555-567-8901,PHY06574,neurologist,Aetna,PID5112,,,,,,
HSID00129526,"1234 Main St, Anytown, USA",Seattle,555-555-5555,PHY06575,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129527,"3210 Cedar St, Houston, TX 77006",Seattle,555-555-5557,PHY06576,neurologist,Bluecross,PID5142,,,,,,
